club_name,league,annual_revenue_eur_m,wage_to_revenue,operating_cash_flow_eur_m,debt_to_assets,regulatory_headroom_eur_m,uefa_coefficient_trend,league_position_trend,broadcast_revenue_share,payment_timeliness_score,management_tenure_years,true_pd,defaulted
SK Meerhout,Belgian Pro League,43.3,0.672,30.3,0.367,35.1,8.71,5.41,0.56,0.928,9.7,0.0,0
FC Waldkirchen,Bundesliga,57.9,0.709,-25.0,0.51,35.9,14.71,-2.33,0.504,0.928,11.0,0.0007,0
FC Nordhafen,Bundesliga,168.3,0.769,14.0,0.344,35.3,0.8,-5.23,0.441,0.496,11.4,0.0015,0
KVC Houtland,Belgian Pro League,213.0,0.88,26.6,0.544,-1.8,-1.45,-7.9,0.556,0.962,5.9,0.0152,0
Sparta Veenendaal,Eredivisie,106.8,0.637,16.4,0.521,15.2,-4.71,3.44,0.263,0.416,1.2,0.0197,0
FC Maasdijk,Eredivisie,139.2,1.041,41.7,0.263,5.4,14.2,-0.6,0.363,0.387,9.6,0.0993,0
RKC Zandvoort-Noord,Eredivisie,208.1,0.577,66.3,0.655,41.0,-0.5,6.19,0.262,0.917,7.6,0.0,0
VV Polderkamp,Eredivisie,113.2,0.848,10.2,0.479,30.7,-9.66,-0.85,0.263,0.633,4.6,0.0283,0
RFC Lysveld,Belgian Pro League,111.7,1.02,7.8,0.599,32.4,14.08,-1.7,0.211,0.763,11.7,0.0162,0
Union Kempen,Belgian Pro League,175.5,0.941,35.3,0.174,32.2,13.83,-4.02,0.578,0.413,4.1,0.0122,0
VfL Donaustein,Bundesliga,181.8,0.842,10.7,0.568,23.7,-1.93,-6.01,0.314,0.407,10.9,0.0773,1
VV Polderkamp,Eredivisie,117.6,0.907,-7.6,0.385,-5.7,-4.55,6.61,0.616,0.083,7.1,0.6615,1
KAS Dendermonde-West,Belgian Pro League,169.6,0.58,61.7,0.491,34.1,5.41,-8.1,0.652,0.967,0.4,0.0004,0
FC Walloon Rovers,Belgian Pro League,85.9,0.554,40.1,0.413,50.0,9.87,8.04,0.284,0.228,10.3,0.0004,0
FC Waldkirchen,Bundesliga,132.0,0.754,57.0,0.834,29.2,-0.04,-9.46,0.554,0.494,9.1,0.0333,0
KV Scheldebrug,Belgian Pro League,140.8,0.57,1.0,0.339,50.0,-5.08,0.45,0.43,0.115,7.7,0.029,0
FC Nordhafen,Bundesliga,79.6,0.738,-21.6,0.81,51.1,-5.96,-8.83,0.659,0.647,7.4,0.0729,0
SC Eichberg,Bundesliga,86.7,0.665,11.5,0.809,14.9,-5.2,5.59,0.442,0.391,2.6,0.0624,0
SV Rheinfelden,Bundesliga,104.2,1.017,51.8,0.481,25.9,-11.46,-5.77,0.389,0.768,2.6,0.0308,0
FC Hertenbos,Eredivisie,187.0,0.96,0.3,0.359,16.7,8.36,1.32,0.347,0.528,0.4,0.0475,0
FC Hertenbos,Eredivisie,198.1,0.923,0.0,0.402,12.7,-11.85,8.33,0.652,0.129,1.8,0.6648,1
SV Rheinfelden,Bundesliga,197.8,0.869,-3.7,0.792,1.5,-3.05,2.99,0.313,0.011,4.0,0.9264,1
SK Meerhout,Belgian Pro League,189.5,0.581,48.9,0.559,10.7,10.05,-6.43,0.614,0.212,6.5,0.0492,0
RFC Lysveld,Belgian Pro League,97.3,0.569,39.6,0.564,7.4,-2.88,5.93,0.297,0.724,1.6,0.0011,0
FC Maasdijk,Eredivisie,234.6,0.82,48.8,0.16,26.5,-6.16,-1.17,0.522,0.829,6.7,0.0043,0
SC Lindehoven,Eredivisie,32.7,0.908,-24.4,0.795,-5.6,13.45,-9.74,0.426,0.341,3.2,0.9755,1
Borussia Talheim,Bundesliga,182.4,0.697,44.8,0.221,18.3,-11.2,-0.26,0.252,0.536,3.0,0.0015,0
SK Meerhout,Belgian Pro League,141.4,0.769,18.9,0.221,21.6,11.55,6.25,0.263,0.24,11.4,0.012,0
VfL Donaustein,Bundesliga,59.0,0.816,-13.2,0.414,15.0,-13.14,-1.4,0.341,0.88,11.9,0.0122,0
RFC Lysveld,Belgian Pro League,110.2,0.663,3.4,0.513,44.7,-2.59,5.17,0.583,0.965,9.7,0.0004,0
Royal Ardennes FC,Belgian Pro League,139.4,0.688,22.7,0.765,19.3,3.95,4.11,0.564,0.753,0.7,0.0105,0
KV Scheldebrug,Belgian Pro League,62.8,0.778,0.4,0.741,-5.1,-3.9,-0.86,0.303,0.089,8.7,0.602,0
SC Eichberg,Bundesliga,120.3,0.847,56.5,0.329,47.3,1.04,-3.53,0.438,0.437,2.1,0.0016,0
SC Lindehoven,Eredivisie,74.8,1.052,13.0,0.467,32.2,-8.88,4.53,0.248,0.991,6.8,0.0034,0
Sparta Veenendaal,Eredivisie,157.8,0.796,14.9,0.681,29.0,2.07,-2.62,0.558,0.229,10.7,0.2493,1
Royal Ardennes FC,Belgian Pro League,161.9,0.894,38.6,0.516,31.7,-10.96,-6.6,0.597,0.67,4.6,0.0289,0
Olympia Dollard,Eredivisie,48.9,0.986,23.5,0.355,-8.8,8.88,-3.58,0.647,0.939,11.1,0.0739,0
Royal Ardennes FC,Belgian Pro League,135.3,0.585,-16.2,0.448,41.8,2.51,7.54,0.643,0.773,8.5,0.0017,0
SV Rheinfelden,Bundesliga,159.3,0.855,34.0,0.581,0.0,-0.54,-4.33,0.369,0.609,3.6,0.0737,0
AFC Kanaalstad,Eredivisie,35.4,0.824,-9.4,0.874,17.8,-13.36,-5.3,0.327,0.507,1.1,0.835,1
KV Scheldebrug,Belgian Pro League,159.3,0.813,15.3,0.604,-0.5,-0.01,-7.33,0.648,0.929,9.8,0.0523,0
Union Kempen,Belgian Pro League,191.1,0.521,44.6,0.173,43.1,1.91,-8.9,0.273,0.395,5.5,0.0014,0
TSV Mooshausen,Bundesliga,222.0,0.957,36.7,0.596,-0.9,-7.03,9.53,0.23,0.901,0.9,0.0182,0
VV Polderkamp,Eredivisie,152.7,1.014,14.0,0.345,-2.2,5.33,0.74,0.357,0.431,1.2,0.3731,0
FC Waldkirchen,Bundesliga,69.7,0.559,-11.2,0.783,3.2,-12.7,4.59,0.58,0.757,11.6,0.0056,0
KVC Houtland,Belgian Pro League,144.8,0.633,23.6,0.434,37.6,-8.74,5.46,0.547,0.916,2.9,0.0005,0
Olympia Dollard,Eredivisie,148.2,0.614,9.7,0.314,12.7,7.13,-2.95,0.694,0.551,11.6,0.0041,0
SC Lindehoven,Eredivisie,172.6,0.915,58.3,0.472,16.8,-10.58,5.98,0.38,0.31,8.2,0.0487,0
SK Meerhout,Belgian Pro League,223.1,0.797,35.1,0.307,9.3,-7.63,9.23,0.338,0.051,3.6,0.117,0
RKC Zandvoort-Noord,Eredivisie,133.7,0.619,50.1,0.346,41.3,4.53,4.84,0.389,0.809,4.6,0.0001,0
AFC Kanaalstad,Eredivisie,142.8,0.946,14.5,0.557,-1.7,6.87,4.23,0.591,0.622,9.3,0.0351,0
KV Scheldebrug,Belgian Pro League,129.9,0.713,46.7,0.688,48.4,-13.46,-1.36,0.307,0.263,5.2,0.042,0
SV Rheinfelden,Bundesliga,121.9,0.772,-13.6,0.736,9.4,-11.2,6.83,0.674,0.877,0.9,0.0751,0
VV Polderkamp,Eredivisie,153.5,0.719,8.7,0.438,-2.1,-1.62,-8.22,0.456,0.92,2.8,0.0054,0
SC Lindehoven,Eredivisie,80.4,0.823,-16.9,0.268,2.9,2.78,4.99,0.592,0.887,10.3,0.0057,0
Sparta Veenendaal,Eredivisie,187.3,0.752,-7.8,0.474,-4.9,-1.39,-2.76,0.614,0.602,8.4,0.1132,0
VV Polderkamp,Eredivisie,152.5,0.661,56.4,0.462,21.6,4.41,1.32,0.439,0.977,6.0,0.0002,0
AFC Kanaalstad,Eredivisie,140.5,0.745,39.4,0.317,5.9,7.68,7.86,0.571,0.875,2.9,0.0011,0
SV Rheinfelden,Bundesliga,72.6,1.028,24.3,0.803,35.4,13.49,2.1,0.382,0.104,5.7,0.1922,0
RFC Lysveld,Belgian Pro League,63.9,0.821,16.2,0.858,19.6,-4.5,-9.49,0.605,0.981,9.5,0.0246,0
FC Waldkirchen,Bundesliga,190.1,0.978,33.9,0.196,-2.2,-10.11,4.45,0.612,0.549,1.0,0.3039,0
AFC Kanaalstad,Eredivisie,230.0,0.769,43.9,0.649,17.3,-7.08,8.58,0.483,0.92,11.9,0.0004,0
Union Kempen,Belgian Pro League,153.4,0.918,49.4,0.597,-2.6,-10.56,2.84,0.309,0.76,10.3,0.0117,0
SpVgg Lindenau,Bundesliga,251.8,0.625,43.3,0.295,5.3,-3.17,7.23,0.685,0.648,3.8,0.0017,0
KVC Houtland,Belgian Pro League,191.3,0.911,47.8,0.569,3.8,11.18,6.51,0.673,0.327,10.4,0.0713,0
VfL Donaustein,Bundesliga,71.5,0.694,-2.3,0.313,-1.0,-4.59,7.23,0.51,0.027,8.2,0.1497,0
Borussia Talheim,Bundesliga,138.1,0.535,59.1,0.237,8.7,-10.54,-3.12,0.692,0.277,8.0,0.0044,0
SC Eichberg,Bundesliga,103.7,0.625,-17.7,0.848,50.9,0.68,-0.52,0.451,0.686,1.7,0.0096,0
AFC Kanaalstad,Eredivisie,153.3,0.529,15.5,0.591,37.6,14.76,6.96,0.388,0.863,10.9,0.0002,0
FC Waldkirchen,Bundesliga,132.3,1.02,51.2,0.358,37.7,-9.35,8.21,0.43,0.002,5.4,0.0689,0
TSV Mooshausen,Bundesliga,180.8,1.025,2.8,0.456,-2.3,8.34,-7.06,0.223,0.208,9.6,0.6692,1
Olympia Dollard,Eredivisie,178.4,0.903,-0.4,0.778,37.5,9.7,-6.37,0.475,0.673,3.6,0.0213,0
KAS Dendermonde-West,Belgian Pro League,89.0,0.604,6.3,0.501,17.0,-2.96,-3.06,0.533,0.284,3.7,0.1077,0
FC Walloon Rovers,Belgian Pro League,130.2,0.996,16.0,0.773,-8.2,3.59,5.41,0.255,0.142,11.6,0.8729,1
Borussia Talheim,Bundesliga,148.8,0.907,57.1,0.742,34.2,-2.03,7.5,0.328,0.082,6.0,0.062,0
SK Meerhout,Belgian Pro League,148.2,0.693,49.5,0.407,-3.9,-7.13,1.6,0.561,0.638,0.7,0.0105,0
RKC Zandvoort-Noord,Eredivisie,193.2,0.761,26.1,0.606,14.7,-2.22,-7.73,0.597,0.595,10.0,0.0081,0
FC Walloon Rovers,Belgian Pro League,71.0,0.9,50.9,0.654,35.3,-12.14,-3.93,0.693,0.859,2.7,0.0041,0
KV Scheldebrug,Belgian Pro League,80.9,0.564,26.6,0.719,33.5,6.21,7.14,0.327,0.315,10.5,0.0032,0
Royal Ardennes FC,Belgian Pro League,81.8,0.812,44.6,0.459,19.9,9.88,-3.05,0.621,0.137,11.0,0.0346,0
FC Nordhafen,Bundesliga,192.6,0.881,9.3,0.195,8.0,-5.78,-7.94,0.286,0.799,0.9,0.0127,0
RFC Lysveld,Belgian Pro League,183.9,0.602,27.0,0.276,-0.2,1.99,-3.96,0.265,0.988,7.0,0.0002,0
SC Eichberg,Bundesliga,85.7,0.78,-20.0,0.617,49.3,-8.04,6.13,0.565,0.36,11.8,0.0828,0
KVC Houtland,Belgian Pro League,126.5,0.807,-16.8,0.695,-0.5,-11.18,-0.13,0.423,0.865,11.2,0.0399,0
SpVgg Lindenau,Bundesliga,50.7,0.948,27.9,0.726,-0.0,4.91,-6.57,0.597,0.763,6.3,0.1669,0
TSV Mooshausen,Bundesliga,57.5,1.064,-16.5,0.612,-4.7,-10.98,-3.75,0.341,0.912,8.2,0.679,1
RKC Zandvoort-Noord,Eredivisie,80.1,0.993,19.3,0.28,37.8,8.46,9.07,0.307,0.424,7.3,0.0025,0
Union Kempen,Belgian Pro League,189.4,0.825,43.6,0.174,34.3,-6.85,-1.36,0.474,0.101,2.4,0.0478,0
SC Lindehoven,Eredivisie,165.6,0.816,-10.4,0.677,16.2,9.56,-1.17,0.258,0.118,7.8,0.5181,0
SC Lindehoven,Eredivisie,84.5,0.864,12.2,0.575,44.6,-3.94,-6.94,0.339,0.763,4.0,0.0081,0
AFC Kanaalstad,Eredivisie,94.2,0.829,31.4,0.719,-8.5,-3.93,-3.91,0.283,0.863,4.1,0.0537,1
FC Maasdijk,Eredivisie,66.5,0.589,44.0,0.338,49.3,7.52,6.29,0.36,0.457,5.0,0.0005,0
RKC Zandvoort-Noord,Eredivisie,85.0,0.913,0.7,0.484,-10.6,0.31,5.72,0.583,0.06,10.2,0.7574,1
Borussia Talheim,Bundesliga,99.9,0.915,54.4,0.803,9.1,-8.97,-1.29,0.26,0.067,2.9,0.377,0
FC Hertenbos,Eredivisie,144.2,0.789,49.7,0.299,-7.2,10.51,7.87,0.506,0.599,3.0,0.0066,0
TSV Mooshausen,Bundesliga,119.7,0.986,31.9,0.242,43.4,-4.8,-2.39,0.492,0.919,0.1,0.0017,0
TSV Mooshausen,Bundesliga,36.4,0.922,2.1,0.669,40.3,-11.92,7.29,0.469,0.4,1.9,0.0896,0
TSV Mooshausen,Bundesliga,69.1,0.746,30.5,0.612,26.0,-2.52,-9.37,0.442,0.651,11.7,0.0104,0
SC Lindehoven,Eredivisie,183.3,0.514,52.1,0.776,11.1,2.22,-3.06,0.532,0.542,5.2,0.0069,0
SC Eichberg,Bundesliga,136.1,0.557,7.0,0.774,13.3,3.3,7.1,0.626,0.89,2.3,0.0023,0
Olympia Dollard,Eredivisie,108.8,0.722,56.9,0.689,18.6,10.07,8.03,0.281,0.832,11.6,0.0001,0
SC Eichberg,Bundesliga,151.5,0.759,55.5,0.197,9.9,1.24,5.13,0.607,0.199,0.3,0.0232,0
SC Lindehoven,Eredivisie,96.1,0.631,16.3,0.524,-4.3,-8.29,3.4,0.231,0.678,5.8,0.0019,0
KAS Dendermonde-West,Belgian Pro League,182.7,0.603,44.8,0.741,34.7,-7.15,6.31,0.441,0.848,9.7,0.001,0
Royal Ardennes FC,Belgian Pro League,143.5,0.642,24.9,0.467,30.9,-11.97,4.15,0.456,0.93,9.3,0.0003,0
SV Rheinfelden,Bundesliga,100.1,0.949,38.0,0.83,38.9,7.08,-4.92,0.299,0.59,2.3,0.0137,0
SV Rheinfelden,Bundesliga,244.9,0.877,60.2,0.549,15.5,-11.82,-0.68,0.245,0.176,8.5,0.0538,0
Olympia Dollard,Eredivisie,122.8,0.731,-16.1,0.271,12.0,3.17,3.21,0.237,0.558,7.5,0.0026,0
KVC Houtland,Belgian Pro League,192.7,0.589,-3.6,0.487,26.4,2.91,1.76,0.219,0.666,8.1,0.001,0
KV Scheldebrug,Belgian Pro League,185.1,0.561,15.4,0.611,8.3,8.57,7.7,0.487,0.272,3.2,0.0456,0
Borussia Talheim,Bundesliga,70.8,0.602,46.6,0.273,32.9,-12.76,-0.52,0.278,0.973,9.7,0.0,0
SpVgg Lindenau,Bundesliga,95.3,0.748,9.5,0.438,37.0,-8.91,-6.44,0.604,0.229,6.7,0.0366,0
SC Lindehoven,Eredivisie,222.5,0.51,62.2,0.603,7.4,12.29,-5.71,0.649,0.911,8.7,0.0002,0
RFC Lysveld,Belgian Pro League,103.9,0.715,15.5,0.313,11.0,2.17,6.92,0.346,0.425,11.3,0.0031,0
FC Nordhafen,Bundesliga,140.0,1.024,6.4,0.414,34.4,-1.27,-9.83,0.282,0.001,10.3,0.4306,1
Olympia Dollard,Eredivisie,91.5,0.811,47.8,0.661,19.2,7.43,7.38,0.405,0.543,9.4,0.0049,0
KV Scheldebrug,Belgian Pro League,160.4,0.943,29.7,0.676,16.8,12.08,-8.89,0.641,0.628,3.5,0.117,0
AFC Kanaalstad,Eredivisie,92.1,0.614,6.3,0.551,38.3,-7.11,-2.17,0.4,0.869,0.6,0.0022,0
Borussia Talheim,Bundesliga,187.6,0.642,-6.8,0.777,28.8,12.04,6.0,0.254,0.541,6.9,0.0051,0
FC Walloon Rovers,Belgian Pro League,150.1,1.012,-6.1,0.778,-13.1,-11.74,-1.85,0.692,0.094,0.4,0.9964,1
SK Meerhout,Belgian Pro League,160.3,0.714,-2.7,0.483,40.1,14.33,6.45,0.45,0.927,8.6,0.0001,0
SC Lindehoven,Eredivisie,189.6,0.838,18.1,0.266,43.4,-10.05,-7.99,0.371,0.565,8.8,0.0025,0
FC Nordhafen,Bundesliga,140.2,1.032,30.9,0.686,-14.7,-7.01,0.23,0.647,0.272,6.8,0.9542,1
KV Scheldebrug,Belgian Pro League,109.6,0.825,4.2,0.364,-4.3,-12.1,1.65,0.664,0.899,2.0,0.009,0
SC Eichberg,Bundesliga,59.2,0.721,-20.3,0.777,33.8,9.11,7.82,0.448,0.121,10.5,0.1789,0
Olympia Dollard,Eredivisie,185.8,0.78,9.9,0.541,26.1,14.53,-8.13,0.353,0.097,7.2,0.1249,0
KV Scheldebrug,Belgian Pro League,194.2,0.528,22.0,0.413,20.6,-6.09,-3.23,0.441,0.535,6.2,0.0035,0
TSV Mooshausen,Bundesliga,239.5,0.537,72.3,0.491,29.7,-5.23,3.19,0.31,0.625,6.8,0.0003,0
FC Walloon Rovers,Belgian Pro League,164.0,0.517,17.2,0.519,40.1,-6.63,9.6,0.439,0.511,1.0,0.0023,0
KAS Dendermonde-West,Belgian Pro League,73.7,1.015,-16.8,0.821,12.9,-10.36,6.97,0.315,0.929,8.9,0.1712,0
Union Kempen,Belgian Pro League,217.4,0.837,38.0,0.284,-3.5,8.62,6.93,0.511,0.263,0.7,0.1512,0
TSV Mooshausen,Bundesliga,105.3,0.696,50.9,0.805,-2.2,-13.18,0.34,0.58,0.99,6.9,0.0019,0
KV Scheldebrug,Belgian Pro League,98.5,0.659,39.8,0.235,19.9,14.03,1.29,0.685,0.019,2.0,0.0651,0
VV Polderkamp,Eredivisie,159.0,0.871,50.8,0.673,42.4,12.82,7.17,0.621,0.119,2.5,0.0235,0
SK Meerhout,Belgian Pro League,87.7,1.027,49.5,0.81,15.7,-11.45,7.39,0.243,0.186,2.8,0.4435,0
SK Meerhout,Belgian Pro League,162.7,0.669,35.8,0.431,14.7,0.89,6.05,0.306,0.08,0.2,0.0352,1
SK Meerhout,Belgian Pro League,108.0,0.706,57.0,0.256,46.6,14.79,6.37,0.466,0.438,10.7,0.0003,0
AFC Kanaalstad,Eredivisie,202.1,0.94,-6.0,0.671,8.3,10.58,7.59,0.329,0.865,9.7,0.0184,0
TSV Mooshausen,Bundesliga,169.9,0.975,51.9,0.714,14.4,6.45,-7.72,0.207,0.821,0.4,0.0217,0
FC Hertenbos,Eredivisie,63.4,1.035,41.1,0.45,-11.0,-14.33,-4.15,0.577,0.745,0.7,0.7277,1
Union Kempen,Belgian Pro League,182.0,0.657,59.7,0.499,37.9,-12.95,9.52,0.379,0.007,9.4,0.0212,0
SC Eichberg,Bundesliga,111.8,0.6,17.6,0.726,37.4,8.82,0.9,0.233,0.866,0.1,0.0019,0
FC Nordhafen,Bundesliga,252.2,0.701,58.0,0.25,39.9,-3.71,-6.47,0.454,0.396,5.6,0.0017,0
TSV Mooshausen,Bundesliga,110.6,0.692,-4.3,0.611,12.1,5.05,0.06,0.689,0.732,1.3,0.0119,0
FC Maasdijk,Eredivisie,164.4,0.973,33.5,0.453,10.1,7.18,2.92,0.539,0.727,7.1,0.0206,0
FC Nordhafen,Bundesliga,119.3,0.553,9.3,0.315,6.9,-2.33,6.56,0.279,0.178,12.0,0.0091,0
FC Nordhafen,Bundesliga,108.1,0.869,26.3,0.742,45.0,-10.7,6.24,0.457,0.515,2.1,0.0183,0
FC Waldkirchen,Bundesliga,117.8,1.006,33.5,0.412,-11.9,-3.4,-9.02,0.651,0.926,11.5,0.0772,0
SpVgg Lindenau,Bundesliga,200.4,1.004,18.0,0.755,21.9,11.13,-0.93,0.227,0.263,10.4,0.4584,0
FC Waldkirchen,Bundesliga,113.7,0.875,-2.3,0.571,29.3,-5.07,-9.59,0.519,0.715,11.8,0.0564,0
SpVgg Lindenau,Bundesliga,82.8,1.045,2.2,0.553,-8.8,-13.12,7.76,0.561,0.958,9.2,0.3264,0
SV Rheinfelden,Bundesliga,173.3,0.548,39.2,0.443,18.9,13.77,-6.52,0.552,0.361,10.3,0.0026,0
SK Meerhout,Belgian Pro League,98.0,0.731,31.3,0.472,-6.0,5.42,2.5,0.275,0.388,7.1,0.0141,0
Union Kempen,Belgian Pro League,193.8,0.504,47.6,0.684,31.7,1.23,1.41,0.654,0.453,10.4,0.0037,0
Borussia Talheim,Bundesliga,163.4,1.024,-3.4,0.612,42.0,9.87,2.51,0.361,0.809,1.3,0.0108,0
AFC Kanaalstad,Eredivisie,153.0,0.988,48.7,0.679,9.3,-2.67,1.27,0.226,0.439,8.9,0.0701,0
KV Scheldebrug,Belgian Pro League,172.8,0.524,41.0,0.442,57.1,14.55,4.31,0.242,0.486,7.5,0.0001,0
FC Walloon Rovers,Belgian Pro League,216.2,0.498,-4.5,0.315,6.1,10.73,2.52,0.429,0.222,0.7,0.0075,0
Royal Ardennes FC,Belgian Pro League,149.7,0.711,11.1,0.241,15.5,-6.58,-8.19,0.22,0.988,3.5,0.0012,0
SV Rheinfelden,Bundesliga,106.2,0.674,16.1,0.708,47.2,-3.87,-2.66,0.59,0.892,2.6,0.0011,0
VfL Donaustein,Bundesliga,203.5,0.935,19.4,0.421,37.7,-6.73,0.93,0.633,0.6,4.9,0.0249,0
SV Rheinfelden,Bundesliga,168.8,0.594,-3.4,0.501,15.0,4.78,-3.5,0.207,0.961,2.4,0.0006,0
SK Meerhout,Belgian Pro League,153.7,0.929,1.7,0.484,26.0,4.18,5.21,0.605,0.687,3.3,0.0192,0
Royal Ardennes FC,Belgian Pro League,55.0,0.852,-24.0,0.516,40.8,0.68,-3.64,0.691,0.959,3.6,0.0078,0
SpVgg Lindenau,Bundesliga,170.4,0.706,-5.1,0.612,38.1,13.98,6.57,0.215,0.162,7.2,0.0213,1
FC Waldkirchen,Bundesliga,122.6,0.608,2.6,0.591,32.8,-0.83,-7.07,0.562,0.225,1.6,0.1241,0
Sparta Veenendaal,Eredivisie,35.3,1.092,34.9,0.873,-10.6,8.51,5.39,0.7,0.885,2.9,0.3413,1
FC Nordhafen,Bundesliga,27.1,0.898,11.4,0.345,-9.4,4.74,-6.33,0.599,0.42,3.8,0.2941,1
SV Rheinfelden,Bundesliga,94.9,0.774,11.5,0.584,26.9,0.55,0.56,0.453,0.371,5.4,0.1001,1
Union Kempen,Belgian Pro League,36.8,0.765,23.0,0.291,20.3,-13.74,-3.59,0.642,0.754,0.5,0.0093,0
SC Lindehoven,Eredivisie,135.6,0.997,25.3,0.711,-2.6,4.72,2.75,0.554,0.63,12.0,0.1852,0
KAS Dendermonde-West,Belgian Pro League,56.9,0.99,-15.5,0.633,1.0,4.28,-5.75,0.346,0.344,3.6,0.857,1
SK Meerhout,Belgian Pro League,106.8,0.962,-2.6,0.485,7.8,-11.25,5.91,0.312,0.398,3.4,0.3325,1
SC Eichberg,Bundesliga,115.1,0.856,-1.7,0.719,17.2,8.88,1.47,0.456,0.408,6.7,0.1463,0
KVC Houtland,Belgian Pro League,74.0,1.017,22.6,0.52,6.0,-0.99,9.15,0.386,0.126,10.2,0.5969,0
Royal Ardennes FC,Belgian Pro League,109.8,0.694,16.1,0.354,15.7,-5.28,4.24,0.365,0.23,5.5,0.0151,0
SC Lindehoven,Eredivisie,106.3,0.906,10.0,0.513,-7.1,9.72,2.15,0.289,0.538,3.0,0.0432,0
FC Waldkirchen,Bundesliga,186.0,0.713,32.4,0.21,43.8,-4.7,6.58,0.623,0.782,6.8,0.0002,0
KAS Dendermonde-West,Belgian Pro League,223.1,0.798,68.6,0.719,25.9,3.66,-5.61,0.553,0.419,5.8,0.0098,0
SK Meerhout,Belgian Pro League,199.5,1.016,15.3,0.625,-8.6,3.54,2.65,0.366,0.383,5.1,0.6552,1
VV Polderkamp,Eredivisie,69.8,1.069,15.9,0.718,6.4,-13.42,-2.19,0.319,0.651,11.8,0.5947,1
Sparta Veenendaal,Eredivisie,187.7,0.769,26.8,0.724,15.2,-2.31,4.88,0.264,0.157,12.0,0.0167,0
FC Walloon Rovers,Belgian Pro League,199.5,0.795,46.3,0.664,25.4,-8.32,-9.51,0.256,0.381,6.7,0.1052,0
SC Lindehoven,Eredivisie,41.2,1.037,28.7,0.524,18.5,-9.01,-1.45,0.513,0.208,0.8,0.8066,0
FC Walloon Rovers,Belgian Pro League,104.6,1.053,36.1,0.288,20.2,4.65,3.03,0.254,0.652,6.8,0.0073,0
SC Eichberg,Bundesliga,175.7,0.913,3.9,0.41,27.6,-14.66,-0.79,0.68,0.112,11.4,0.3075,0
RFC Lysveld,Belgian Pro League,97.5,0.578,13.7,0.814,2.3,14.07,-5.24,0.34,0.448,11.1,0.0298,0
RKC Zandvoort-Noord,Eredivisie,187.1,0.67,52.2,0.772,11.5,-3.14,-0.71,0.213,0.596,2.6,0.0066,0
SV Rheinfelden,Bundesliga,153.9,0.984,15.2,0.675,-15.4,-6.04,6.99,0.628,0.834,2.3,0.3239,0
Royal Ardennes FC,Belgian Pro League,166.7,0.911,63.1,0.307,13.1,12.6,-5.86,0.384,0.725,1.8,0.0024,0
VV Polderkamp,Eredivisie,230.3,0.868,22.9,0.264,12.9,-0.4,-2.66,0.371,0.943,9.8,0.0052,0
FC Maasdijk,Eredivisie,190.8,0.848,28.5,0.725,31.8,3.43,9.81,0.259,0.68,5.9,0.0057,0
FC Nordhafen,Bundesliga,66.9,0.774,12.1,0.324,0.1,5.88,8.26,0.53,0.349,4.1,0.0328,0
AFC Kanaalstad,Eredivisie,88.5,0.758,11.5,0.595,28.4,11.14,-9.32,0.379,0.232,3.9,0.1233,0
FC Walloon Rovers,Belgian Pro League,151.8,0.939,50.6,0.427,3.3,-11.11,0.61,0.611,0.057,3.3,0.7637,1
KV Scheldebrug,Belgian Pro League,82.3,0.704,-10.7,0.418,15.1,-12.55,-8.69,0.515,0.278,10.6,0.2033,0
Royal Ardennes FC,Belgian Pro League,150.6,0.875,29.1,0.619,30.1,14.81,8.48,0.64,0.137,4.9,0.0216,0
SC Eichberg,Bundesliga,149.6,0.897,32.9,0.8,-9.5,-14.73,-1.17,0.511,0.369,2.9,0.7391,0
FC Nordhafen,Bundesliga,65.2,0.998,40.9,0.732,3.7,6.25,-1.63,0.59,0.703,8.5,0.0751,0
FC Walloon Rovers,Belgian Pro League,135.4,0.693,30.5,0.505,16.0,3.33,-4.54,0.548,0.692,7.6,0.0033,0
AFC Kanaalstad,Eredivisie,89.7,0.933,52.1,0.502,28.1,1.58,1.38,0.431,0.318,8.6,0.0416,0
RKC Zandvoort-Noord,Eredivisie,106.8,0.595,47.4,0.791,7.5,8.57,-7.1,0.544,0.509,9.9,0.0022,0
KV Scheldebrug,Belgian Pro League,143.3,0.595,11.4,0.56,52.4,14.77,5.98,0.532,0.217,1.2,0.0047,0
FC Maasdijk,Eredivisie,199.0,0.714,57.3,0.476,51.7,-13.59,-0.18,0.203,0.503,0.0,0.0014,0
RKC Zandvoort-Noord,Eredivisie,67.7,0.587,49.4,0.67,44.9,3.44,1.33,0.549,0.51,0.6,0.0026,0
AFC Kanaalstad,Eredivisie,182.9,0.997,9.0,0.319,1.1,6.5,6.82,0.331,0.301,8.5,0.2582,0
SC Lindehoven,Eredivisie,150.5,0.988,32.4,0.226,23.3,-5.82,-6.3,0.471,0.259,11.2,0.2521,0
TSV Mooshausen,Bundesliga,138.2,0.551,5.6,0.74,1.9,11.79,-6.5,0.256,0.98,4.0,0.0017,0
SpVgg Lindenau,Bundesliga,107.8,0.975,30.4,0.598,36.1,-1.29,-1.58,0.212,0.537,9.4,0.0252,0
FC Maasdijk,Eredivisie,147.2,0.786,-7.8,0.293,20.6,-10.07,5.72,0.208,0.562,8.8,0.0071,0
KVC Houtland,Belgian Pro League,71.1,0.921,32.6,0.422,-3.9,10.63,-8.83,0.279,0.008,11.7,0.6296,0
